29,Guilty,Barbra Streisand & Barry Gibb,1981
30,The Best of Times,Styx,1981
31,Elvira,The Oak Ridge Boys,1981
32,Take It on the Run,REO Speedwagon,1981
33,(There's) No Gettin' Over Me,Ronnie Milsap,1981
34,Living Inside Myself,Gino Vannelli,1981
35,Woman in Love,Barbra Streisand,1981
36,The Boy from New York City,The Manhattan Transfer,1981
37,Urgent,Foreigner,1981
38,Passion,Rod Stewart,1981
39,Lady (You Bring Me Up),Commodores,1981
40,Crying,Don McLean,1981
41,Hearts,Marty Balin,1981
42,It's My Turn,Diana Ross,1981
43,You Make My Dreams,Hall & Oates,1981
44,I Don't Need You,Kenny Rogers,1981
45,How 'Bout Us,Champaign,1981
46,Hit Me with Your Best Shot,Pat Benatar,1981
47,The Breakup Song (They Don't Write 'Em),The Greg Kihn Band,1981
48,Time,The Alan Parsons Project,1981
49,Hungry Heart,Bruce Springsteen,1981
50,Sweetheart,Franke and the Knockouts,1981
51,Somebody's Knockin',Terri Gibbs,1981
52,More Than I Can Say,Leo Sayer,1981
53,Together,Tierra,1981
54,Too Much Time on My Hands,Styx,1981
55,What Are We Doin' in Love,Dottie West & Kenny Rogers,1981
56,Who's Crying Now,Journey,1981
57,"De Do Do Do, De Da Da Da",The Police,1981
58,This Little Girl,Gary U.S. Bonds,1981
59,Stop Draggin' My Heart Around,Stevie Nicks & Tom Petty,1981
60,Giving It Up for Your Love,Delbert McClinton,1981
61,A Little in Love,Cliff Richard,1981
62,America,Neil Diamond,1981
63,Ain't Even Done with the Night,John Cougar,1981
64,Arthur's Theme (Best That You Can Do),Christopher Cross,1981
65,Another One Bites the Dust,Queen,1981
66,Games People Play,The Alan Parsons Project,1981
67,I Can't Stand It,Eric Clapton,1981
68,While You See a Chance,Steve Winwood,1981
69,Master Blaster (Jammin'),Stevie Wonder,1981
70,Hello Again,Neil Diamond,1981
71,Don't Stand So Close to Me,The Police,1981
72,Hey Nineteen,Steely Dan,1981
73,I Ain't Gonna Stand for It,Stevie Wonder,1981
74,All Those Years Ago,George Harrison,1981
75,Step By Step,Eddie Rabbitt,1981
76,The Stroke,Billy Squier,1981
77,Feels So Right,Alabama,1981
78,Sweet Baby,Stanley Clarke & George Duke,1981
79,Same Old Lang Syne,Dan Fogelberg,1981
80,Cool Love,Pablo Cruise,1981
81,Hold On Tight,Electric Light Orchestra,1981
82,It's Now or Never,John Schneider,1981
83,Treat Me Right,Pat Benatar,1981
84,Winning,Santana,1981
85,What Kind of Fool,Barbra Streisand & Barry Gibb,1981
86,Watching the Wheels,John Lennon,1981
87,Tell It Like It Is,Heart,1981
88,Smoky Mountain Rain,Ronnie Milsap,1981
89,I Made It Through the Rain,Barry Manilow,1981
90,You've Lost That Lovin' Feelin',Hall & Oates,1981
91,Suddenly,Olivia Newton-John & Cliff Richard,1981
92,For Your Eyes Only,Sheena Easton,1981
93,The Beach Boys Medley,The Beach Boys,1981
94,Whip It,Devo,1981
95,Modern Girl,Sheena Easton,1981
96,Really Wanna Know You,Gary Wright,1981
97,Seven Year Ache,Rosanne Cash,1981
98,I'm Coming Out,Diana Ross,1981
99,Miss Sun,Boz Scaggs,1981
100,Time Is Time,Andy Gibb,1981
1,Physical,Olivia Newton-John,1982
2,Eye of the Tiger,Survivor,1982
3,I Love Rock 'n Roll,Joan Jett & The Blackhearts,1982
4,Ebony and Ivory,Paul McCartney and Stevie Wonder,1982
5,Centerfold,The J. Geils Band,1982
6,Don't You Want Me,The Human League,1982
7,Jack & Diane,John Cougar,1982
8,Hurts So Good,John Cougar,1982
9,Abracadabra,Steve Miller Band,1982
10,Hard to Say I'm Sorry,Chicago,1982
11,Tainted Love,Soft Cell,1982
12,Chariots of Fire,Vangelis,1982
13,Harden My Heart,Quarterflash,1982
14,Rosanna,Toto,1982
15,I Can't Go for That (No Can Do),Hall & Oates,1982
16,867-5309/Jenny,Tommy Tutone,1982
17,Key Largo,Bertie Higgins,1982
18,You Should Hear How She Talks About You,Melissa Manchester,1982
19,Waiting for a Girl Like You,Foreigner,1982
20,Don't Talk to Strangers,Rick Springfield,1982
21,The Sweetest Thing (I've Ever Known),Juice Newton,1982
22,Always on My Mind,Willie Nelson,1982
23,Shake It Up,The Cars,1982
24,Let It Whip,Dazz Band,1982
25,We Got the Beat,The Go-Go's,1982
26,The Other Woman,Ray Parker Jr.,1982
27,Turn Your Love Around,George Benson,1982
28,Sweet Dreams,Air Supply,1982
29,Only the Lonely,The Motels,1982
30,Who Can It Be Now?,Men at Work,1982
31,Hold Me,Fleetwood Mac,1982
32,Eye in the Sky,The Alan Parsons Project,1982
33,Let's Groove,"Earth, Wind & Fire",1982
34,Open Arms,Journey,1982
35,Leader of the Band,Dan Fogelberg,1982
36,Leather and Lace,Stevie Nicks and Don Henley,1982
37,Even the Nights Are Better,Air Supply,1982
38,I've Never Been to Me,Charlene,1982
39,65 Love Affair,Paul Davis,1982
40,Heat of the Moment,Asia,1982
41,Take It Easy on Me,Little River Band,1982
42,Pac-Man Fever,Buckner & Garcia,1982
43,That Girl,Stevie Wonder,1982
44,Private Eyes,Hall & Oates,1982
45,Trouble,Lindsey Buckingham,1982
46,Making Love,Roberta Flack,1982
47,Love's Been a Little Bit Hard on Me,Juice Newton,1982
48,Young Turks,Rod Stewart,1982
49,Freeze-Frame,The J. Geils Band,1982
50,Keep the Fire Burnin',REO Speedwagon,1982
51,Do You Believe in Love,Huey Lewis and the News,1982
52,Cool Night,Paul Davis,1982
53,Caught Up In You,.38 Special,1982
54,Why Do Fools Fall In Love?,Diana Ross,1982
55,Love in the First Degree,Alabama,1982
56,Hooked On Classics,Royal Philharmonic Orchestra,1982
57,Wasted on the Way,"Crosby, Stills & Nash",1982
58,Think I'm in Love,Eddie Money,1982
59,Love Is in Control (Finger on the Trigger),Donna Summer,1982
60,Personally,Karla Bonoff,1982
61,One Hundred Ways,Quincy Jones featuring James Ingram,1982
62,Blue Eyes,Elton John,1982
63,Our Lips Are Sealed,The Go-Go's,1982
64,You Could Have Been with Me,Sheena Easton,1982
65,You Can Do Magic,America,1982
66,Did It in a Minute,Hall & Oates,1982
67,I Ran (So Far Away),A Flock of Seagulls,1982
68,Somebody's Baby,Jackson Browne,1982
69,Oh No,Commodores,1982
70,Take It Away,Paul McCartney,1982
71,It's Gonna Take a Miracle,Deniece Williams,1982
72,Love Will Turn You Around,Kenny Rogers,1982
73,Don't Stop Believin',Journey,1982
74,Comin' In and Out of Your Life,Barbra Streisand,1982
75,Gloria,Laura Branigan,1982
76,Empty Garden (Hey Hey Johnny),Elton John,1982
77,Yesterday's Songs,Neil Diamond,1982
78,Crimson and Clover,Joan Jett & The Blackhearts,1982
79,Every Little Thing She Does Is Magic,The Police,1982
80,Here I Am,Air Supply,1982
81,I Keep Forgettin' (Every Time You're Near),Michael McDonald,1982
82,Get Down on It,Kool & the Gang,1982
83,Any Day Now,Ronnie Milsap,1982
84,Make a Move on Me,Olivia Newton-John,1982
85,Take My Heart (You Can Have It If You Want It),Kool & the Gang,1982
86,Mirror Mirror,Diana Ross,1982
87,Vacation,The Go-Go's,1982
88,"Oh, Pretty Woman",Van Halen,1982
89,Should I Do It,The Pointer Sisters,1982
90,Hot in the City,Billy Idol,1982
91,Kids in America,Kim Wilde,1982
92,Man on Your Mind,Little River Band,1982
93,What's Forever For,Michael Murphey,1982
94,Waiting on a Friend,The Rolling Stones,1982
95,Do I Do,Stevie Wonder,1982
96,Working for the Weekend,Loverboy,1982
97,Goin' Down,Greg Guidry,1982
98,Arthur's Theme (Best That You Can Do),Christopher Cross,1982
99,Through the Years,Kenny Rogers,1982
100,Edge of Seventeen,Stevie Nicks,1982
1,Every Breath You Take,The Police,1983
2,Billie Jean,Michael Jackson,1983
3,Flashdance... What a Feeling,Irene Cara,1983
4,Down Under,Men at Work,1983
5,Beat It,Michael Jackson,1983
6,Total Eclipse of the Heart,Bonnie Tyler,1983
7,Maneater,Hall & Oates,1983
8,"Baby, Come to Me",Patti Austin and James Ingram,1983
9,Maniac,Michael Sembello,1983
10,Sweet Dreams (Are Made of This),Eurythmics,1983
11,Do You Really Want to Hurt Me,Culture Club,1983
12,You and I,Eddie Rabbitt and Crystal Gayle,1983
13,Come On Eileen,Dexys Midnight Runners,1983
14,Shame on the Moon,Bob Seger & The Silver Bullet Band,1983
15,She Works Hard for the Money,Donna Summer,1983
16,Never Gonna Let You Go,Sérgio Mendes,1983
17,Hungry Like the Wolf,Duran Duran,1983
18,Let's Dance,David Bowie,1983
19,Twilight Zone,Golden Earring,1983
20,I Know There's Something Going On,Frida,1983
21,Jeopardy,The Greg Kihn Band,1983
22,Electric Avenue,Eddy Grant,1983
23,She Blinded Me with Science,Thomas Dolby,1983
24,Africa,Toto,1983
25,Little Red Corvette,Prince,1983
26,Back on the Chain Gang,The Pretenders,1983
27,Up Where We Belong,Joe Cocker and Jennifer Warnes,1983
28,Mr. Roboto,Styx,1983
29,You Are,Lionel Richie,1983
30,Der Kommissar,After the Fire,1983
31,Puttin' on the Ritz,Taco,1983
32,Sexual Healing,Marvin Gaye,1983
33,(Keep Feeling) Fascination,The Human League,1983
34,Time (Clock of the Heart),Culture Club,1983
35,The Safety Dance,Men Without Hats,1983
36,Mickey,Toni Basil,1983
37,You Can't Hurry Love,Phil Collins,1983
38,Separate Ways (Worlds Apart),Journey,1983
39,One on One,Hall & Oates,1983
40,We've Got Tonight,Kenny Rogers and Sheena Easton,1983
41,1999,Prince,1983
42,Stray Cat Strut,Stray Cats,1983
43,Allentown,Billy Joel,1983
44,Stand Back,Stevie Nicks,1983
45,Tell Her About It,Billy Joel,1983
46,Always Something There to Remind Me,Naked Eyes,1983
47,Truly,Lionel Richie,1983
48,Dirty Laundry,Don Henley,1983
49,The Girl Is Mine,Michael Jackson and Paul McCartney,1983
50,Too Shy,Kajagoogoo,1983
51,Goody Two-Shoes,Adam Ant,1983
52,Rock the Casbah,The Clash,1983
53,Our House,Madness,1983
54,Overkill,Men at Work,1983
55,Is There Something I Should Know?,Duran Duran,1983
56,Gloria,Laura Branigan,1983
57,Affair of the Heart,Rick Springfield,1983
58,She's a Beauty,The Tubes,1983
59,Solitaire,Laura Branigan,1983
60,Don't Let It End,Styx,1983
61,How Am I Supposed to Live Without You,Laura Branigan,1983
62,China Girl,David Bowie,1983
63,Come Dancing,The Kinks,1983
64,"Promises, Promises",Naked Eyes,1983
65,The Other Guy,Little River Band,1983
66,Making Love Out of Nothing at All,Air Supply,1983
67,Family Man,Hall & Oates,1983
68,Wanna Be Startin' Somethin',Michael Jackson,1983
69,I Won't Hold You Back,Toto,1983
70,All Right,Christopher Cross,1983
71,Straight from the Heart,Bryan Adams,1983
72,Heart to Heart,Kenny Loggins,1983
73,My Love,Lionel Richie,1983
74,I'm Still Standing,Elton John,1983
75,Hot Girls in Love,Loverboy,1983
76,It's a Mistake,Men at Work,1983
77,I'll Tumble 4 Ya,Culture Club,1983
78,All This Love,DeBarge,1983
79,Your Love Is Driving Me Crazy,Sammy Hagar,1983
80,Heartbreaker,Dionne Warwick,1983
81,Faithfully,Journey,1983
82,Steppin' Out,Joe Jackson,1983
83,Take Me to Heart,Quarterflash,1983
84,(She's) Sexy + 17,Stray Cats,1983
85,Try Again,Champaign,1983
86,Dead Giveaway,Shalamar,1983
87,Lawyers in Love,Jackson Browne,1983
88,What About Me,Moving Pictures,1983
89,Human Nature,Michael Jackson,1983
90,Photograph,Def Leppard,1983
91,Pass the Dutchie,Musical Youth,1983
92,TRUE,Spandau Ballet,1983
93,Far from Over,Frank Stallone,1983
94,I've Got a Rock 'n' Roll Heart,Eric Clapton,1983
95,It Might Be You,Stephen Bishop,1983
96,"Tonight, I Celebrate My Love",Peabo Bryson and Roberta Flack,1983
97,You Got Lucky,Tom Petty and the Heartbreakers,1983
98,Don't Cry,Asia,1983
99,Breaking Us in Two,Joe Jackson,1983
100,Fall in Love with Me,"Earth, Wind & Fire",1983
1,When Doves Cry,Prince,1984
2,What's Love Got to Do with It,Tina Turner,1984
3,"Say, Say, Say",Paul McCartney and Michael Jackson,1984
4,Footloose,Kenny Loggins,1984
5,Against All Odds (Take a Look at Me Now),Phil Collins,1984
6,Jump,Van Halen,1984
7,Hello,Lionel Richie,1984
8,Owner of a Lonely Heart,Yes,1984
9,Ghostbusters,Ray Parker Jr.,1984
10,Karma Chameleon,Culture Club,1984
11,Missing You,John Waite,1984
12,All Night Long (All Night),Lionel Richie,1984
13,Let's Hear It for the Boy,Deniece Williams,1984
14,Dancing in the Dark,Bruce Springsteen,1984
15,Girls Just Want to Have Fun,Cyndi Lauper,1984
16,The Reflex,Duran Duran,1984
17,Time After Time,Cyndi Lauper,1984
18,Jump (For My Love),The Pointer Sisters,1984
19,Talking in Your Sleep,The Romantics,1984
20,Self Control,Laura Branigan,1984
21,Let's Go Crazy,Prince & the Revolution,1984
22,Say It Isn't So,Daryl Hall & John Oates,1984
23,Hold Me Now,Thompson Twins,1984
24,Joanna,Kool & the Gang,1984
25,I Just Called to Say I Love You,Stevie Wonder,1984
26,Somebody's Watching Me,Rockwell,1984
27,Break My Stride,Matthew Wilder,1984
28,99 Luftballons,Nena,1984
29,I Can Dream About You,Dan Hartman,1984
30,The Glamorous Life,Sheila E.,1984
31,Oh Sherrie,Steve Perry,1984
32,Stuck on You,Lionel Richie,1984
33,I Guess That's Why They Call It the Blues,Elton John,1984
34,She Bop,Cyndi Lauper,1984
35,Borderline,Madonna,1984
36,Sunglasses at Night,Corey Hart,1984
37,Eyes Without a Face,Billy Idol,1984
38,Here Comes the Rain Again,Eurythmics,1984
39,Uptown Girl,Billy Joel,1984
40,Sister Christian,Night Ranger,1984
41,Drive,The Cars,1984
42,Twist of Fate,Olivia Newton-John,1984
43,Union of the Snake,Duran Duran,1984
44,The Heart of Rock & Roll,Huey Lewis and the News,1984
45,Hard Habit to Break,Chicago,1984
46,The Warrior,Scandal,1984
47,If Ever You're in My Arms Again,Peabo Bryson,1984
48,Automatic,The Pointer Sisters,1984
49,Let the Music Play,Shannon,1984
50,To All the Girls I've Loved Before,Julio Iglesias and Willie Nelson,1984
51,Caribbean Queen (No More Love on the Run),Billy Ocean,1984
52,That's All,Genesis,1984
53,Running with the Night,Lionel Richie,1984
54,Sad Songs (Say So Much),Elton John,1984
55,I Want a New Drug,Huey Lewis and the News,1984
56,Islands in the Stream,Kenny Rogers and Dolly Parton,1984
57,Love Is a Battlefield,Pat Benatar,1984
58,Infatuation,Rod Stewart,1984
59,Almost Paradise,Mike Reno and Ann Wilson,1984
60,Legs,ZZ Top,1984
61,State of Shock,The Jacksons,1984
62,Love Somebody,Rick Springfield,1984
63,Miss Me Blind,Culture Club,1984
64,If This Is It,Huey Lewis and the News,1984
65,You Might Think,The Cars,1984
66,Lucky Star,Madonna,1984
67,Cover Me,Bruce Springsteen,1984
68,Cum on Feel the Noize,Quiet Riot,1984
69,Breakdance,Irene Cara,1984
70,Adult Education,Daryl Hall & John Oates,1984
71,They Don't Know,Tracey Ullman,1984
72,An Innocent Man,Billy Joel,1984
73,Cruel Summer,Bananarama,1984
74,Dance Hall Days,Wang Chung,1984
75,Give It Up,KC and the Sunshine Band,1984
76,I'm So Excited,The Pointer Sisters,1984
77,I Still Can't Get Over Loving You,Ray Parker Jr.,1984
78,Thriller,Michael Jackson,1984
79,Holiday,Madonna,1984
80,Breakin'... There's No Stopping Us,Ollie & Jerry,1984
81,Nobody Told Me,John Lennon,1984
82,Church of the Poison Mind,Culture Club,1984
83,Think of Laura,Christopher Cross,1984
84,Time Will Reveal,DeBarge,1984
85,Wrapped Around Your Finger,The Police,1984
86,Pink Houses,John Cougar Mellencamp,1984
87,Round and Round,Ratt,1984
88,Head over Heels,The Go-Go's,1984
89,The Longest Time,Billy Joel,1984
90,Tonight,Kool & the Gang,1984
91,Got a Hold on Me,Christine McVie,1984
92,Dancing in the Sheets,Shalamar,1984
93,Undercover of the Night,The Rolling Stones,1984
94,On the Dark Side,John Cafferty and the Beaver Brown Band,1984
95,New Moon on Monday,Duran Duran,1984
96,Major Tom (Coming Home),Peter Schilling,1984
97,Magic,The Cars,1984
98,When You Close Your Eyes,Night Ranger,1984
99,Rock Me Tonite,Billy Squier,1984
100,Yah Mo B There,James Ingram and Michael McDonald,1984
1,Careless Whisper,Wham!,1985
2,Like a Virgin,Madonna,1985
3,Wake Me Up Before You Go-Go,Wham!,1985
4,I Want to Know What Love Is,Foreigner,1985
5,I Feel for You,Chaka Khan,1985
6,Out of Touch,Daryl Hall & John Oates,1985
7,Everybody Wants to Rule the World,Tears for Fears,1985
8,Money for Nothing,Dire Straits,1985
9,Crazy for You,Madonna,1985
10,Take On Me,a-ha,1985
11,Everytime You Go Away,Paul Young,1985
12,Easy Lover,Philip Bailey and Phil Collins,1985
13,Can't Fight This Feeling,REO Speedwagon,1985
14,We Built This City,Starship,1985
15,The Power of Love,Huey Lewis and the News,1985
16,Don't You (Forget About Me),Simple Minds,1985
17,Cherish,Kool & the Gang,1985
18,St. Elmo's Fire (Man in Motion),John Parr,1985
19,The Heat Is On,Glenn Frey,1985
20,We Are the World,USA for Africa,1985
21,Shout,Tears for Fears,1985
22,Part-Time Lover,Stevie Wonder,1985
23,Saving All My Love for You,Whitney Houston,1985
24,Heaven,Bryan Adams,1985
25,Everything She Wants,Wham!,1985
26,Cool It Now,New Edition,1985
27,Miami Vice Theme,Jan Hammer,1985
28,Loverboy,Billy Ocean,1985
29,Lovergirl,Teena Marie,1985
30,You Belong to the City,Glenn Frey,1985
31,Oh Sheila,Ready for the World,1985
32,Rhythm of the Night,DeBarge,1985
33,One More Night,Phil Collins,1985
34,Sea of Love,The Honeydrippers,1985
35,A View to a Kill,Duran Duran,1985
36,The Wild Boys,Duran Duran,1985
37,You're the Inspiration,Chicago,1985
38,Neutron Dance,The Pointer Sisters,1985
39,We Belong,Pat Benatar,1985
40,Nightshift,Commodores,1985
41,Things Can Only Get Better,Howard Jones,1985
42,All I Need,Jack Wagner,1985
43,Freeway of Love,Aretha Franklin,1985
44,Never Surrender,Corey Hart,1985
45,Sussudio,Phil Collins,1985
46,Strut,Sheena Easton,1985
47,You Give Good Love,Whitney Houston,1985
48,The Search Is Over,Survivor,1985
49,Missing You,Diana Ross,1985
50,Separate Lives,Phil Collins and Marilyn Martin,1985
51,Raspberry Beret,Prince & the Revolution,1985
52,Suddenly,Billy Ocean,1985
53,The Boys of Summer,Don Henley,1985
54,One Night in Bangkok,Murray Head,1985
55,If You Love Somebody Set Them Free,Sting,1985
56,Obsession,Animotion,1985
57,We Don't Need Another Hero (Thunderdome),Tina Turner,1985
58,Material Girl,Madonna,1985
59,Better Be Good to Me,Tina Turner,1985
60,Head over Heels,Tears for Fears,1985
61,Axel F,Harold Faltermeyer,1985
62,Smooth Operator,Sade,1985
63,In My House,Mary Jane Girls,1985
64,Don't Lose My Number,Phil Collins,1985
65,All Through the Night,Cyndi Lauper,1985
66,Run to You,Bryan Adams,1985
67,Glory Days,Bruce Springsteen,1985
68,Voices Carry,Til Tuesday,1985
69,Misled,Kool & the Gang,1985
70,Would I Lie to You?,Eurythmics,1985
71,Be Near Me,ABC,1985
72,No More Lonely Nights,Paul McCartney,1985
73,I Can't Hold Back,Survivor,1985
74,Summer of '69,Bryan Adams,1985
75,Walking on Sunshine,Katrina and the Waves,1985
76,Freedom,Wham!,1985
77,Too Late for Goodbyes,Julian Lennon,1985
78,Valotte,,1985
79,Some Like It Hot,The Power Station,1985
80,Solid,Ashford & Simpson,1985
81,Angel,Madonna,1985
82,I'm on Fire,Bruce Springsteen,1985
83,Method of Modern Love,Daryl Hall & John Oates,1985
84,Lay Your Hands on Me,Thompson Twins,1985
85,Who's Holding Donna Now,DeBarge,1985
86,Lonely Ol' Night,John Cougar Mellencamp,1985
87,What About Love,Heart,1985
88,California Girls,David Lee Roth,1985
89,Fresh,Kool & the Gang,1985
90,Do What You Do,Jermaine Jackson,1985
91,Jungle Love,The Time,1985
92,Born in the U.S.A.,Bruce Springsteen,1985
93,Private Dancer,Tina Turner,1985
94,Who's Zoomin' Who?,Aretha Franklin,1985
95,Fortress Around Your Heart,Sting,1985
96,Penny Lover,Lionel Richie,1985
97,All She Wants to Do Is Dance,Don Henley,1985
98,Dress You Up,Madonna,1985
99,Sentimental Street,Night Ranger,1985
100,Sugar Walls,Sheena Easton,1985
1,That's What Friends Are For,"Dionne and Friends (Dionne Warwick, Gladys Knight, Elton John and Stevie Wonder)",1986
2,"Say You, Say Me",Lionel Richie,1986
3,I Miss You,Klymaxx,1986
4,On My Own,Patti LaBelle and Michael McDonald,1986
5,Broken Wings,Mr. Mister,1986
6,How Will I Know,Whitney Houston,1986
7,Party All the Time,Eddie Murphy,1986
8,Burning Heart,Survivor,1986
9,Kyrie,Mr. Mister,1986
10,Addicted to Love,Robert Palmer,1986
11,The Greatest Love of All,Whitney Houston,1986
12,Secret Lovers,Atlantic Starr,1986
13,Friends and Lovers,Gloria Loring and Carl Anderson,1986
14,Glory of Love,Peter Cetera,1986
15,West End Girls,Pet Shop Boys,1986
16,There'll Be Sad Songs (To Make You Cry),Billy Ocean,1986
17,Alive and Kicking,Simple Minds,1986
18,Never,Heart,1986
19,Kiss,Prince and The Revolution,1986
20,Higher Love,Steve Winwood,1986
21,Stuck with You,Huey Lewis and the News,1986
22,Holding Back the Years,Simply Red,1986
23,Sledgehammer,Peter Gabriel,1986
24,Sara,Starship,1986
25,Human,The Human League,1986
26,I Can't Wait,Nu Shooz,1986
27,Take My Breath Away,Berlin,1986
28,Rock Me Amadeus,Falco,1986
29,Papa Don't Preach,Madonna,1986
30,You Give Love a Bad Name,Bon Jovi,1986
31,"When the Going Gets Tough, the Tough Get Going",Billy Ocean,1986
32,When I Think of You,Janet Jackson,1986
33,These Dreams,Heart,1986
34,Don't Forget Me (When I'm Gone),Glass Tiger,1986
35,Live to Tell,Madonna,1986
36,Mad About You,Belinda Carlisle,1986
37,Something About You,Level 42,1986
38,Venus,Bananarama,1986
39,Dancing on the Ceiling,Lionel Richie,1986
40,Conga,Miami Sound Machine,1986
41,True Colors,Cyndi Lauper,1986
42,Danger Zone,Kenny Loggins,1986
43,What Have You Done For Me Lately,Janet Jackson,1986
44,No One Is to Blame,Howard Jones,1986
