1,Hold On,Wilson Phillips,1990
2,It Must Have Been Love,Roxette,1990
3,Nothing Compares 2 U,Sinéad O'Connor,1990
4,Poison,Bell Biv DeVoe,1990
5,Vogue,Madonna,1990
6,Vision of Love,Mariah Carey,1990
7,Another Day in Paradise,Phil Collins,1990
8,Hold On,En Vogue,1990
9,Cradle of Love,Billy Idol,1990
10,Blaze of Glory,Jon Bon Jovi,1990
11,Do Me!,Bell Biv DeVoe,1990
12,How Am I Supposed to Live Without You,Michael Bolton,1990
13,Pump Up the Jam,Technotronic,1990
14,Opposites Attract,Paula Abdul,1990
15,Escapade,Janet Jackson,1990
16,All I Wanna Do Is Make Love to You,Heart,1990
17,Close to You,Maxi Priest,1990
18,Black Velvet,Alannah Myles,1990
19,Release Me,Wilson Phillips,1990
20,Don't Know Much,Linda Ronstadt featuring Aaron Neville,1990
21,All Around the World,Lisa Stansfield,1990
22,I Wanna Be Rich,Calloway,1990
23,Rub You the Right Way,Johnny Gill,1990
24,She Ain't Worth It,Glenn Medeiros featuring Bobby Brown,1990
25,If Wishes Came True,Sweet Sensation,1990
26,The Power,Snap!,1990
27,(Can't Live Without Your) Love and Affection,Nelson,1990
28,Love Will Lead You Back,Taylor Dayne,1990
29,Don't Wanna Fall in Love,Jane Child,1990
30,Two to Make It Right,Seduction,1990
31,Sending All My Love,Linear,1990
32,Unskinny Bop,Poison,1990
33,Step by Step,New Kids on the Block,1990
34,Dangerous,Roxette,1990
35,We Didn't Start the Fire,Billy Joel,1990
36,I Don't Have the Heart,James Ingram,1990
37,Downtown Train,Rod Stewart,1990
38,Rhythm Nation,Janet Jackson,1990
39,I'll Be Your Everything,Tommy Page,1990
40,Roam,The B-52's,1990
41,Everything,Jody Watley,1990
42,Back to Life (However Do You Want Me),Soul II Soul featuring Caron Wheeler,1990
43,Here and Now,Luther Vandross,1990
44,Alright,Janet Jackson,1990
45,Ice Ice Baby,Vanilla Ice,1990
46,Blame It on the Rain,Milli Vanilli,1990
47,Have You Seen Her,MC Hammer,1990
48,With Every Beat of My Heart,Taylor Dayne,1990
49,Come Back to Me,Janet Jackson,1990
50,No More Lies,Michel'le,1990
51,Praying for Time,George Michael,1990
52,How Can We Be Lovers,Michael Bolton,1990
53,Do You Remember?,Phil Collins,1990
54,Ready or Not,After 7,1990
55,U Can't Touch This,MC Hammer,1990
56,I Wish It Would Rain Down,Phil Collins,1990
57,Just Between You and Me,Lou Gramm,1990
58,Something Happened on the Way to Heaven,Phil Collins,1990
59,Black Cat,Janet Jackson,1990
60,Can't Stop,After 7,1990
61,Janie's Got a Gun,Aerosmith,1990
62,The Humpty Dance,Digital Underground,1990
63,I'll Be Your Shelter,Taylor Dayne,1990
64,Free Fallin',Tom Petty,1990
65,Giving You the Benefit,Pebbles,1990
66,Enjoy the Silence,Depeche Mode,1990
67,Love Song,Tesla,1990
68,Price of Love,Bad English,1990
69,Girls Nite Out,Tyler Collins,1990
70,King of Wishful Thinking,Go West,1990
71,What Kind of Man Would I Be?,Chicago,1990
72,I Remember You,Skid Row,1990
73,Get Up! (Before the Night Is Over),Technotronic featuring Ya Kid K,1990
74,Here We Are,Gloria Estefan,1990
75,Epic,Faith No More,1990
76,Love Takes Time,Mariah Carey,1990
77,Just Like Jesse James,Cher,1990
78,Love Shack,The B-52's,1990
79,All or Nothing,Milli Vanilli,1990
80,Romeo,Dino,1990
81,Everybody Everybody,Black Box,1990
82,I Go to Extremes,Billy Joel,1990
83,Whip Appeal,Babyface,1990
84,Oh Girl,Paul Young,1990
85,C'mon and Get My Love,D Mob with Cathy Dennis,1990
86,(It's Just) The Way That You Love Me,Paula Abdul,1990
87,We Can't Go Wrong,The Cover Girls,1990
88,When I'm Back on My Feet Again,Michael Bolton,1990
89,Make You Sweat,Keith Sweat,1990
90,This One's for the Children,New Kids on the Block,1990
91,What It Takes,Aerosmith,1990
92,Forever,Kiss,1990
93,Jerk Out,The Time,1990
94,Just a Friend,Biz Markie,1990
95,Whole Wide World,A'Me Lorain,1990
96,Without You,Mötley Crüe,1990
97,Swing the Mood,Jive Bunny and the Mastermixers,1990
98,Thieves in the Temple,Prince,1990
99,Mentirosa,Mellow Man Ace,1990
100,Tic-Tac-Toe,Kyper,1990
1,(Everything I Do) I Do It for You,Bryan Adams,1991
2,I Wanna Sex You Up,Color Me Badd,1991
3,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,1991
4,Rush Rush,Paula Abdul,1991
5,One More Try,Timmy T,1991
6,Unbelievable,EMF,1991
7,More Than Words,Extreme,1991
8,I Like the Way (The Kissing Game),Hi-Five,1991
9,The First Time,Surface,1991
10,Baby Baby,Amy Grant,1991
11,Motownphilly,Boyz II Men,1991
12,Because I Love You (The Postman Song),Stevie B,1991
13,Someday,Mariah Carey,1991
14,High Enough,Damn Yankees,1991
15,From a Distance,Bette Midler,1991
16,All the Man That I Need,Whitney Houston,1991
17,"Right Here, Right Now",Jesus Jones,1991
18,I Adore Mi Amor,Color Me Badd,1991
19,Love Will Never Do (Without You),Janet Jackson,1991
20,Good Vibrations,Marky Mark and the Funky Bunch featuring Loleatta Holloway,1991
21,Justify My Love,Madonna,1991
22,Emotions,Mariah Carey,1991
23,Joyride,Roxette,1991
24,Romantic,Karyn White,1991
25,Hold You Tight,Tara Kemp,1991
26,I Don't Wanna Cry,Mariah Carey,1991
27,You're in Love,Wilson Phillips,1991
28,Every Heartbeat,Amy Grant,1991
29,Sensitivity,Ralph Tresvant,1991
30,Touch Me (All Night Long),Cathy Dennis,1991
31,I've Been Thinking About You,Londonbeat,1991
32,Do Anything,Natural Selection,1991
33,Losing My Religion,R.E.M.,1991
34,Coming Out of the Dark,Gloria Estefan,1991
35,It Ain't Over 'til It's Over,Lenny Kravitz,1991
36,Here We Go,C+C Music Factory,1991
37,Where Does My Heart Beat Now,Celine Dion,1991
38,Summertime,DJ Jazzy Jeff & The Fresh Prince,1991
39,Wind of Change,Scorpions,1991
40,P.A.S.S.I.O.N.,Rythm Syndicate,1991
41,The Promise of a New Day,Paula Abdul,1991
42,I'm Your Baby Tonight,Whitney Houston,1991
43,Love of a Lifetime,FireHouse,1991
44,Fading Like a Flower (Every Time You Leave),Roxette,1991
45,This House,Tracie Spencer,1991
46,Hole Hearted,Extreme,1991
47,Power of Love/Love Power,Luther Vandross,1991
48,Impulsive,Wilson Phillips,1991
49,Love Is a Wonderful Thing,Michael Bolton,1991
50,Rhythm of My Heart,Rod Stewart,1991
51,Things That Make You Go Hmmm...,C+C Music Factory,1991
52,I Touch Myself,Divinyls,1991
53,Tom's Diner,DNA featuring Suzanne Vega,1991
54,Iesha,Another Bad Creation,1991
55,Something to Talk About,Bonnie Raitt,1991
56,After the Rain,Nelson,1991
57,Play That Funky Music,Vanilla Ice,1991
58,Temptation,Corina,1991
59,Can't Stop This Thing We Started,Bryan Adams,1991
60,I Can't Wait Another Minute,Hi-Five,1991
61,3 a.m. Eternal,The KLF,1991
62,"Time, Love and Tenderness",Michael Bolton,1991
63,Sadeness (Part I),Enigma,1991
64,Around the Way Girl,LL Cool J,1991
65,I'll Be There,The Escape Club,1991
66,Cream,Prince and The New Power Generation,1991
67,Now That We Found Love,Heavy D & the Boyz,1991
68,Show Me the Way,Styx,1991
69,Love Takes Time,Mariah Carey,1991
70,Cry for Help,Rick Astley,1991
71,The Way You Do the Things You Do,UB40,1991
72,Here I Am (Come and Take Me),UB40,1991
73,Signs,Tesla,1991
74,Too Many Walls,Cathy Dennis,1991
75,Crazy,Seal,1991
76,I'll Give All My Love to You,Keith Sweat,1991
77,Place in this World,Michael W. Smith,1991
78,Something to Believe In,Poison,1991
79,Wicked Game,Chris Isaak,1991
80,Get Here,Oleta Adams,1991
81,Round and Round,Tevin Campbell,1991
82,Silent Lucidity,Queensrÿche,1991
83,I'm Not in Love,Will to Power,1991
84,Piece of My Heart,Tara Kemp,1991
85,Real Real Real,Jesus Jones,1991
86,Everybody Plays the Fool,Aaron Neville,1991
87,Just Another Dream,Cathy Dennis,1991
88,Strike It Up,Black Box,1991
89,Rico Suave,Gerardo,1991
90,Disappear,INXS,1991
91,Groove Is in the Heart,Deee-Lite,1991
92,All This Time,Sting,1991
93,The One and Only,Chesney Hawkes,1991
94,O.P.P.,Naughty by Nature,1991
95,Freedom! '90,George Michael,1991
96,I Saw Red,Warrant,1991
97,Miles Away,Winger,1991
98,Do You Want Me,Salt-n-Pepa,1991
99,The Motown Song,Rod Stewart,1991
100,Shiny Happy People,R.E.M.,1991
1,End of the Road,Boyz II Men,1992
2,Baby Got Back,Sir Mix-a-Lot,1992
3,Jump,Kris Kross,1992
4,Save the Best for Last,Vanessa Williams,1992
5,Baby-Baby-Baby,TLC,1992
6,Tears in Heaven,Eric Clapton,1992
7,My Lovin' (You're Never Gonna Get It),En Vogue,1992
8,Under the Bridge,Red Hot Chili Peppers,1992
9,All 4 Love,Color Me Badd,1992
10,Just Another Day,Jon Secada,1992
11,I Love Your Smile,Shanice,1992
12,To Be with You,Mr. Big,1992
13,I'm Too Sexy,Right Said Fred,1992
14,Black or White,Michael Jackson,1992
15,Achy Breaky Heart,Billy Ray Cyrus,1992
16,I'll Be There,Mariah Carey,1992
17,November Rain,Guns N' Roses,1992
18,Life Is a Highway,Tom Cochrane,1992
19,Remember the Time,Michael Jackson,1992
20,Finally,CeCe Peniston,1992
21,This Used to Be My Playground,Madonna,1992
22,Sometimes Love Just Ain't Enough,Patty Smyth and Don Henley,1992
23,Can't Let Go,Mariah Carey,1992
24,Jump Around,House of Pain,1992
25,Diamonds and Pearls,Prince and The New Power Generation,1992
26,Don't Let the Sun Go Down on Me,George Michael and Elton John,1992
27,Masterpiece,Atlantic Starr,1992
28,If You Asked Me To,Celine Dion,1992
29,Giving Him Something He Can Feel,En Vogue,1992
30,Live and Learn,Joe Public,1992
31,Come and Talk to Me,Jodeci,1992
32,Smells Like Teen Spirit,Nirvana,1992
33,Humpin' Around,Bobby Brown,1992
34,Damn I Wish I Was Your Lover,Sophie B. Hawkins,1992
35,Tell Me What You Want Me to Do,Tevin Campbell,1992
36,Ain't 2 Proud 2 Beg,TLC,1992
37,It's So Hard to Say Goodbye to Yesterday,Boyz II Men,1992
38,Move This,Technotronic featuring Ya Kid K,1992
39,Bohemian Rhapsody,Queen,1992
40,Tennessee,Arrested Development,1992
41,The Best Things in Life Are Free,Luther Vandross and Janet Jackson,1992
42,Make It Happen,Mariah Carey,1992
43,The One,Elton John,1992
44,Set Adrift on Memory Bliss,P.M. Dawn,1992
45,Stay,Shakespears Sister,1992
46,2 Legit 2 Quit,Hammer,1992
47,Please Don't Go,KWS,1992
48,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,1992
49,Wishing on a Star,The Cover Girls,1992
50,She's Playing Hard to Get,Hi-Five,1992
51,I'd Die Without You,P.M. Dawn,1992
52,Good for Me,Amy Grant,1992
53,All I Want,Toad the Wet Sprocket,1992
54,When a Man Loves a Woman,Michael Bolton,1992
55,I Can't Dance,Genesis,1992
56,Hazard,Richard Marx,1992
57,Mysterious Ways,U2,1992
58,Too Funky,George Michael,1992
59,How Do You Talk to an Angel,The Heights,1992
60,One,U2,1992
61,Keep on Walkin',CeCe Peniston,1992
62,Hold on My Heart,Genesis,1992
63,The Way I Feel About You,Karyn White,1992
64,Beauty and the Beast,Celine Dion and Peabo Bryson,1992
65,Warm It Up,Kris Kross,1992
66,In the Closet,Michael Jackson,1992
67,People Everyday,Arrested Development,1992
68,No Son of Mine,Genesis,1992
69,Wildside,Marky Mark and the Funky Bunch,1992
70,Do I Have to Say the Words?,Bryan Adams,1992
71,Friday I'm in Love,The Cure,1992
72,Everything About You,Ugly Kid Joe,1992
73,Blowing Kisses in the Wind,Paula Abdul,1992
74,Thought I'd Died and Gone to Heaven,Bryan Adams,1992
75,Rhythm Is a Dancer,Snap!,1992
76,Addams Groove,Hammer,1992
77,Missing You Now,Michael Bolton,1992
78,Back to the Hotel,N2Deep,1992
79,Everything Changes,Kathy Troccoli,1992
80,Have You Ever Needed Someone So Bad,Def Leppard,1992
81,Take This Heart,Richard Marx,1992
82,When I Look Into Your Eyes,FireHouse,1992
83,I Wanna Love You,Jade,1992
84,Uhh Ahh,Boyz II Men,1992
85,Real Love,Mary J. Blige,1992
86,Justified and Ancient,The KLF,1992
87,Slow Motion,Color Me Badd,1992
88,What About Your Friends,TLC,1992
89,Thinkin' Back,Color Me Badd,1992
90,Would I Lie to You?,Charles & Eddie,1992
91,That's What Love Is For,Amy Grant,1992
92,Keep Coming Back,Richard Marx,1992
93,Free Your Mind,En Vogue,1992
94,Keep It Comin',Keith Sweat,1992
95,Just Take My Heart,Mr. Big,1992
96,I Will Remember You,Amy Grant,1992
97,We Got a Love Thang,CeCe Peniston,1992
98,Let's Get Rocked,Def Leppard,1992
99,They Want EFX,Das EFX,1992
100,I Can't Make You Love Me,Bonnie Raitt,1992
1,I Will Always Love You,Whitney Houston,1993
2,Whoomp! (There It Is),Tag Team,1993
3,Can't Help Falling in Love,UB40,1993
4,That's the Way Love Goes,Janet Jackson,1993
5,Freak Me,Silk,1993
6,Weak,SWV,1993
7,If I Ever Fall in Love,Shai,1993
8,Dreamlover,Mariah Carey,1993
9,Rump Shaker,Wreckx-n-Effect,1993
10,Informer,Snow,1993
11,Nuthin' but a 'G' Thang,Dr. Dre,1993
12,In the Still of the Nite,Boyz II Men,1993
13,Don't Walk Away,Jade,1993
14,Knockin' da Boots,H-Town,1993
15,Lately,Jodeci,1993
16,Dazzey Duks,Duice,1993
17,Show Me Love,Robin S.,1993
18,A Whole New World,Peabo Bryson and Regina Belle,1993
19,If,Janet Jackson,1993
20,I'm So Into You,SWV,1993
21,Love Is,Vanessa Williams and Brian McKnight,1993
22,Runaway Train,Soul Asylum,1993
23,I'll Never Get Over You (Getting Over Me),Exposé,1993
24,Ditty,Paperboy,1993
25,Rhythm Is a Dancer,Snap!,1993
26,The River of Dreams,Billy Joel,1993
27,I'm Gonna Be (500 Miles),The Proclaimers,1993
28,Two Princes,Spin Doctors,1993
29,"Right Here (Human Nature) / ""Downtown""",SWV,1993
30,I Have Nothing,Whitney Houston,1993
31,Mr. Wendal,Arrested Development,1993
32,Have I Told You Lately,Rod Stewart,1993
33,Saving Forever for You,Shanice,1993
34,Ordinary World,Duran Duran,1993
35,If I Had No Loot,Tony! Toni! Toné!,1993
36,I'd Do Anything for Love (But I Won't Do That),Meat Loaf,1993
37,Slam,Onyx,1993
38,Looking Through Patient Eyes,P.M. Dawn,1993
39,I'm Every Woman,Whitney Houston,1993
40,Baby I'm Yours,Shai,1993
41,Come Undone,Duran Duran,1993
42,I Don't Wanna Fight,Tina Turner,1993
43,I'd Die Without You,P.M. Dawn,1993
44,"Whoot, There It Is",95 South,1993
45,Hip Hop Hooray,Naughty by Nature,1993
46,Another Sad Love Song,Toni Braxton,1993
47,Will You Be There,Michael Jackson,1993
48,Comforter,Shai,1993
49,Good Enough,Bobby Brown,1993
50,What's Up?,4 Non Blondes,1993
51,All That She Wants,Ace of Base,1993
52,7,Prince and The New Power Generation,1993
53,Dre Day,Dr. Dre,1993
54,One Last Cry,Brian McKnight,1993
55,Just Kickin' It,Xscape,1993
56,I Get Around,2Pac,1993
57,Bed of Roses,Bon Jovi,1993
58,Real Love,Mary J. Blige,1993
59,Here We Go Again!,Portrait,1993
60,Cryin',Aerosmith,1993
61,Cat's in the Cradle,Ugly Kid Joe,1993
62,What About Your Friends,TLC,1993
63,I Got a Man,Positive K,1993
64,Hey Mr. D.J.,Zhané,1993
65,Insane in the Brain,Cypress Hill,1993
66,Deeper and Deeper,Madonna,1993
67,Rain,Madonna,1993
68,The Right Kind of Love,Jeremy Jordan,1993
69,Bad Boys,Inner Circle,1993
70,That's What Love Can Do,Boy Krazy,1993
71,Do You Believe in Us,Jon Secada,1993
72,Angel,Jon Secada,1993
73,Forever in Love,Kenny G,1993
74,Again,Janet Jackson,1993
75,Boom! Shake the Room,DJ Jazzy Jeff & The Fresh Prince,1993
76,When She Cries,Restless Heart,1993
77,Sweat (A La La La La Long),Inner Circle,1993
78,It Was a Good Day,Ice Cube,1993
79,More and More,Captain Hollywood Project,1993
80,How Do You Talk to an Angel,The Heights,1993
81,Rebirth of Slick (Cool Like Dat),Digable Planets,1993
82,What Is Love,Haddaway,1993
83,To Love Somebody,Michael Bolton,1993
84,"Give It Up, Turn It Loose",En Vogue,1993
85,Alright,Kris Kross featuring Super Cat,1993
86,Check Yo Self,Ice Cube featuring Das EFX,1993
87,Fields of Gold,Sting,1993
88,Ooh Child,Dino,1993
89,Faithful,Go West,1993
90,Reason to Believe,Rod Stewart,1993
91,Break It Down Again,Tears for Fears,1993
92,Nothin' My Love Can't Fix,Joey Lawrence,1993
93,Three Little Pigs,Green Jellÿ,1993
94,Livin' on the Edge,Aerosmith,1993
95,Hey Jealousy,Gin Blossoms,1993
96,If I Ever Lose My Faith in You,Sting,1993
97,Anniversary,Tony! Toni! Toné!,1993
98,One Woman,Jade,1993
99,Can't Get Enough of Your Love,Taylor Dayne,1993
100,Two Steps Behind,Def Leppard,1993
1,The Sign,Ace of Base,1994
2,I Swear,All-4-One,1994
3,I'll Make Love to You,Boyz II Men,1994
4,The Power of Love,Celine Dion,1994
5,Hero,Mariah Carey,1994
6,Stay (I Missed You),Lisa Loeb and Nine Stories,1994
7,Breathe Again,Toni Braxton,1994
8,All for Love,"Bryan Adams, Rod Stewart and Sting",1994
9,All That She Wants,Ace of Base,1994
10,Don't Turn Around,Ace of Base,1994
11,Bump n' Grind,R. Kelly,1994
12,Again,Janet Jackson,1994
13,I'll Remember,Madonna,1994
14,Whatta Man,Salt-n-Pepa featuring En Vogue,1994
15,Wild Night,John Mellencamp with Meshell Ndegeocello,1994
16,"Without You / ""Never Forget You""",Mariah Carey,1994
17,You Mean the World to Me,Toni Braxton,1994
18,Can You Feel the Love Tonight,Elton John,1994
19,The Most Beautiful Girl in the World,Prince,1994
20,Fantastic Voyage,Coolio,1994
21,"Baby, I Love Your Way",Big Mountain,1994
22,Regulate,Warren G and Nate Dogg,1994
23,If You Go,Jon Secada,1994
24,Back & Forth,Aaliyah,1994
25,Now and Forever,Richard Marx,1994
26,When Can I See You,Babyface,1994
27,Please Forgive Me,Bryan Adams,1994
28,So Much in Love,All-4-One,1994
29,Shoop,Salt-n-Pepa,1994
30,"Any Time, Any Place / ""And On and On""",Janet Jackson,1994
31,Shine,Collective Soul,1994
32,Said I Loved You...But I Lied,Michael Bolton,1994
33,Return to Innocence,Enigma,1994
34,All I Wanna Do,Sheryl Crow,1994
35,Mmm Mmm Mmm Mmm,Crash Test Dummies,1994
36,Can We Talk,Tevin Campbell,1994
37,Funkdafied,Da Brat,1994
38,I'd Do Anything for Love (But I Won't Do That),Meat Loaf,1994
39,Gangsta Lean,DRS,1994
40,Because the Night,"10,000 Maniacs",1994
41,Cantaloop (Flip Fantasia),Us3,1994
42,Whoomp! (There It Is),Tag Team,1994
43,Come to My Window,Melissa Etheridge,1994
44,Stroke You Up,Changing Faces,1994
45,I'm Ready,Tevin Campbell,1994
46,100% Pure Love,Crystal Waters,1994
47,Anytime You Need a Friend,Mariah Carey,1994
48,Because of Love,Janet Jackson,1994
49,Linger,The Cranberries,1994
50,Loser,Beck,1994
51,Found Out About You,Gin Blossoms,1994
52,Gin and Juice,Snoop Doggy Dogg,1994
53,Never Lie,Immature,1994
54,Streets of Philadelphia,Bruce Springsteen,1994
55,Getto Jam,Domino,1994
56,Endless Love,Luther Vandross & Mariah Carey,1994
57,I Miss You,Aaron Hall,1994
58,Understanding,Xscape,1994
59,This D.J.,Warren G,1994
60,Cry for You,Jodeci,1994
61,Keep Ya Head Up,2Pac,1994
62,What's My Name?,Snoop Doggy Dogg,1994
63,Another Night,Real McCoy,1994
64,Your Body's Callin',R. Kelly,1994
65,Tootsee Roll,69 Boyz,1994
66,I Can See Clearly Now (from Cool Runnings),Jimmy Cliff,1994
67,Never Keeping Secrets,Babyface,1994
68,Crazy,Aerosmith,1994
69,Just Kickin' It,Xscape,1994
70,(At Your Best) You Are Love,Aaliyah,1994
71,Rock and Roll Dreams Come Through,Meat Loaf,1994
72,Amazing,Aerosmith,1994
73,Always,Erasure,1994
74,Groove Thang,Zhané,1994
75,Dreams,Gabrielle,1994
76,Mr. Vain,Culture Beat,1994
77,Mary Jane's Last Dance,Tom Petty and the Heartbreakers,1994
78,Anything,SWV,1994
79,Beautiful in My Eyes,Joshua Kadison,1994
80,Stay,Eternal,1994
81,Flava in Ya Ear,Craig Mack,1994
82,U.N.I.T.Y.,Queen Latifah,1994
83,Prayer for the Dying,Seal,1994
84,Secret,Madonna,1994
85,Here Comes the Hotstepper,Ini Kamoze,1994
86,Everyday,Phil Collins,1994
87,Don't Take the Girl,Tim McGraw,1994
88,Got Me Waiting,Heavy D & the Boyz,1994
89,"December, 1963 (Oh, What a Night)",The Four Seasons,1994
90,Indian Outlaw,Tim McGraw,1994
91,Always,Bon Jovi,1994
92,I'm the Only One,Melissa Etheridge,1994
93,Back in the Day,Ahmad,1994
94,Love Sneakin' Up On You,Bonnie Raitt,1994
95,I'll Take You There (from Threesome),General Public,1994
96,Always in My Heart,Tevin Campbell,1994
97,What Is Love,Haddaway,1994
98,And Our Feelings,Babyface,1994
99,Bop Gun (One Nation),Ice Cube featuring George Clinton,1994
100,I Wanna Be Down,Brandy,1994
1,Gangsta's Paradise,Coolio featuring L.V.,1995
2,Waterfalls,TLC,1995
3,Creep,TLC,1995
4,Kiss from a Rose,Seal,1995
5,On Bended Knee,Boyz II Men,1995
6,Another Night,Real McCoy,1995
7,Fantasy,Mariah Carey,1995
8,Take a Bow,Madonna,1995
9,Don't Take It Personal (Just One of Dem Days),Monica,1995
10,This Is How We Do It,Montell Jordan,1995
11,I Know,Dionne Farris,1995
12,Water Runs Dry,Boyz II Men,1995
13,Freak Like Me,Adina Howard,1995
14,Run-Around,Blues Traveler,1995
15,I Can Love You Like That,All-4-One,1995
16,Have You Ever Really Loved a Woman?,Bryan Adams,1995
17,Always,Bon Jovi,1995
18,"Boombastic / ""In the Summertime""",Shaggy,1995
19,Total Eclipse of the Heart,Nicki French,1995
20,You Gotta Be,Des'ree,1995
21,You Are Not Alone,Michael Jackson,1995
22,Hold My Hand,Hootie & the Blowfish,1995
23,One More Chance/Stay with Me,The Notorious B.I.G.,1995
24,Here Comes the Hotstepper,Ini Kamoze,1995
25,Candy Rain,Soul for Real,1995
26,Let Her Cry,Hootie & the Blowfish,1995
27,I Believe,Blessid Union of Souls,1995
28,Red Light Special,TLC,1995
29,Runaway,Janet Jackson,1995
30,Strong Enough,Sheryl Crow,1995
31,Colors of the Wind,Vanessa Williams,1995
32,Someone to Love,Jon B. featuring Babyface,1995
33,Only Wanna Be with You,Hootie & the Blowfish,1995
34,If You Love Me,Brownstone,1995
35,In the House of Stone and Light,Martin Page,1995
36,I Got 5 on It,Luniz,1995
37,Baby,Brandy,1995
38,Run Away,Real McCoy,1995
39,As I Lay Me Down,Sophie B. Hawkins,1995
40,He's Mine,MoKenStef,1995
41,December,Collective Soul,1995
42,I'll Be There for You/You're All I Need to Get By,Method Man featuring Mary J. Blige,1995
43,Shy Guy,Diana King,1995
44,I'm the Only One,Melissa Etheridge,1995
45,Every Little Thing I Do,Soul for Real,1995
46,Before I Let You Go,Blackstreet,1995
47,"Big Poppa / ""Warning""",The Notorious B.I.G.,1995
48,Sukiyaki,4 P.M.,1995
49,I Wanna Be Down,Brandy,1995
50,I'll Make Love to You,Boyz II Men,1995
51,"Dear Mama / ""Old School""",2Pac,1995
52,Hold On,Jamie Walters,1995
53,Keep Their Heads Ringin',Dr. Dre,1995
54,The Rhythm of the Night,Corona,1995
55,Roll to Me,Del Amitri,1995
56,"Scream / ""Childhood""",Michael Jackson and Janet Jackson,1995
57,Freek'n You,Jodeci,1995
58,I Wish,Skee-Lo,1995
59,Believe,Elton John,1995
60,Carnival,Natalie Merchant,1995
61,You Don't Know How It Feels,Tom Petty,1995
62,Back for Good,Take That,1995
63,Tootsee Roll,69 Boyz,1995
64,"You Want This / ""70's Love Groove""",Janet Jackson,1995
65,Tell Me,Groove Theory,1995
66,Can't You See,Total featuring The Notorious B.I.G.,1995
67,All I Wanna Do,Sheryl Crow,1995
68,This Lil' Game We Play,Subway featuring 702,1995
69,Come and Get Your Love,Real McCoy,1995
70,This Ain't a Love Song,Bon Jovi,1995
71,Secret,Madonna,1995
72,Player's Anthem,Junior M.A.F.I.A. featuring The Notorious B.I.G.,1995
73,Feel Me Flow,Naughty by Nature,1995
74,Every Day of the Week,Jade,1995
75,The Sweetest Days,Vanessa Williams,1995
76,Short Dick Man,20 Fingers featuring Gillette,1995
77,Brokenhearted,Brandy,1995
78,No More I Love You's,Annie Lennox,1995
79,You Used to Love Me,Faith Evans,1995
80,Constantly,Immature,1995
81,"Hold Me, Thrill Me, Kiss Me, Kill Me",U2,1995
82,100% Pure Love,Crystal Waters,1995
83,Ask of You,Raphael Saadiq,1995
84,Sugar Hill,AZ,1995
85,Good,Better Than Ezra,1995
86,Brown Sugar,D'Angelo,1995
87,Turn the Beat Around,Gloria Estefan,1995
88,Til You Do Me Right,After 7,1995
89,1st of tha Month,Bone Thugs-n-Harmony,1995
90,"Like the Way I Do / ""If I Wanted To""",Melissa Etheridge,1995
91,I Live My Life for You,FireHouse,1995
92,"Dream About You / ""Funky Melody""",Stevie B,1995
93,Cotton Eye Joe,Rednex,1995
94,Thank You,Boyz II Men,1995
95,I'll Stand by You,The Pretenders,1995
96,I Miss You,N II U,1995
97,Give It 2 You,Da Brat,1995
98,Best Friend,Brandy,1995
99,Misery,Soul Asylum,1995
100,Can't Stop Lovin' You,Van Halen,1995
1,Macarena (Bayside Boys Mix),Los del Río,1996
2,One Sweet Day,Mariah Carey and Boyz II Men,1996
3,Because You Loved Me,Celine Dion,1996
4,Nobody Knows,The Tony Rich Project,1996
5,Always Be My Baby,Mariah Carey,1996
6,Give Me One Reason,Tracy Chapman,1996
7,Tha Crossroads,Bone Thugs-n-Harmony,1996
8,I Love You Always Forever,Donna Lewis,1996
9,"You're Makin' Me High / ""Let It Flow""",Toni Braxton,1996
10,Twisted,Keith Sweat,1996
11,C'mon N' Ride It (The Train),Quad City DJ's,1996
12,Missing,Everything but the Girl,1996
13,Ironic,Alanis Morissette,1996
14,Exhale (Shoop Shoop),Whitney Houston,1996
15,"Follow You Down / ""Til I Hear It from You""",Gin Blossoms,1996
16,Sittin' Up in My Room,Brandy,1996
17,"How Do U Want It / ""California Love""",2Pac featuring K-Ci and JoJo / 2Pac featuring Dr. Dre and Roger Troutman,1996
18,It's All Coming Back to Me Now,Celine Dion,1996
19,Change the World,Eric Clapton,1996
20,Hey Lover,LL Cool J featuring Boyz II Men,1996
21,Loungin,LL Cool J,1996
22,Insensitive,Jann Arden,1996
23,Be My Lover,La Bouche,1996
24,Name,Goo Goo Dolls,1996
25,Who Will Save Your Soul,Jewel,1996
26,Where Do You Go,No Mercy,1996
27,I Can't Sleep Baby (If I),R. Kelly,1996
28,Counting Blue Cars,Dishwalla,1996
29,"You Learn / ""You Oughta Know""",Alanis Morissette,1996
30,One of Us,Joan Osborne,1996
31,Wonder,Natalie Merchant,1996
